timestamp,speed_kmh,distance_km,acceleration_ms2,road_elevation_percent,coasting_flag,battery_current_a,energy_con_wh,ke_lost_wh,e_regen_wh,batt_pack_temp_c,,,
318,30,0.008333333,-0.47,1.84,0,-7.68,-1.11,1.989026063,0.750706667,25.2297,,,
319,28,0.007777778,-0.56,1.94,0,-10.91,-0.9,1.762517147,1.066893333,25.2298,,,
320,26.1,0.00725,-0.53,2.03,0,-8.79,0.74,0.44324417,0.44324417,25.2298,,,
321,25.6,0.007111111,-0.14,2.13,0,7.28,0.55,0.606138546,0,25.2298,,,
322,24.9,0.006916667,-0.19,2.22,0,5.38,1.33,0,0,25.2298,,,
323,24.9,0.006916667,0,2.32,0,13.1,0.67,0.50617284,0,25.2299,,,
324,24.3,0.00675,-0.17,2.41,0,6.58,0.91,0.330589849,0,25.2299,,,
325,23.9,0.006638889,-0.11,2.5,0,8.97,1.36,0,0,25.2299,,,
326,23.9,0.006638889,0,2.59,0,13.36,1.07,0.244341564,0,25.23,,,
327,23.6,0.006555556,-0.08,2.68,0,10.51,1.08,0.241255144,0,25.2301,,,
328,23.3,0.006472222,-0.08,2.77,0,10.63,-1.32,2.102880658,0,25.2302,,,
329,20.5,0.005694444,-0.78,2.85,0,-13.01,-1.26,1.95473251,1.271373333,25.2303,,,
330,17.5,0.004861111,-0.83,2.94,0,-12.4,0.57,0.353909465,0.353909465,25.2304,,,
331,16.9,0.004694444,-0.17,3.02,0,5.6,0.88,0.115226337,0,25.2304,,,
332,16.7,0.004638889,-0.06,3.11,0,8.6,0.44,0.447187929,0,25.2304,,,
333,15.9,0.004416667,-0.22,3.19,0,4.35,0.8,0.162037037,0,25.2304,,,
334,15.6,0.004333333,-0.08,3.27,0,7.83,0.57,0.314814815,0,25.2304,,,
335,15,0.004166667,-0.17,3.35,0,5.56,0.63,0.252914952,0,25.2304,,,
336,14.5,0.004027778,-0.14,3.42,0,6.17,0.82,0.098765432,0,25.2304,,,
337,14.3,0.003972222,-0.06,3.5,0,8.02,1.12,0,0,25.2304,,,
338,14.5,0.004027778,0.06,3.57,0,10.99,1.67,0,0,25.2305,,,
339,15.4,0.004277778,0.25,3.64,0,16.42,3.15,0,0,25.2307,,,
340,17.8,0.004944444,0.67,3.72,0,30.96,4.61,0,0,25.2316,,,
341,21.1,0.005861111,0.92,3.78,0,45.3,4.97,0,0,25.2336,,,
342,24.1,0.006694444,0.83,3.85,0,48.78,2.88,0,0,25.236,,,
343,25,0.006944444,0.25,3.92,0,28.25,2.25,0,0,25.2368,,,
344,25.3,0.007027778,0.08,3.98,0,22.09,2.21,0,0,25.2373,,,
345,25.5,0.007083333,0.06,4.05,0,21.72,3.12,0,0,25.2377,,,
346,26.4,0.007333333,0.25,4.11,0,30.61,2.36,0,0,25.2386,,,
347,26.6,0.007388889,0.06,4.16,0,23.14,2.77,0,0,25.2391,,,
348,27.1,0.007527778,0.14,4.22,0,27.22,2.99,0,0,25.2398,,,
349,27.7,0.007694444,0.17,4.28,0,29.39,2.79,0,0,25.2406,,,
350,28.1,0.007805556,0.11,4.33,0,27.41,2.46,0,0,25.2413,,,
351,28.2,0.007833333,0.03,4.38,0,24.17,2.2,0.096536351,0,25.2419,,,
352,28.1,0.007805556,-0.03,4.43,0,21.63,2.21,0.096193416,0,25.2423,,,
353,28,0.007777778,-0.03,4.48,0,21.73,2.22,0.09585048,0,25.2427,,,
354,27.9,0.00775,-0.03,4.52,0,21.79,2.37,0,0,25.2431,,,
355,27.9,0.00775,0,4.57,0,23.29,2.67,0,0,25.2436,,,
356,28.1,0.007805556,0.06,4.61,0,26.25,2.56,0,0,25.2443,,,
357,28.2,0.007833333,0.03,4.65,0,25.19,2.16,0.192729767,0,25.2449,,,
358,28,0.007777778,-0.06,4.69,0,21.2,1.01,1.035493827,0,25.2453,,,
359,26.9,0.007472222,-0.31,4.72,0,9.87,0.06,1.690843621,0,25.2454,,,
360,25,0.006944444,-0.53,4.76,0,0.57,0.16,1.487654321,0,25.2454,,,
361,23.2,0.006444444,-0.5,4.79,0,1.59,0.64,1.005315501,0,25.2454,,,
362,21.9,0.006083333,-0.36,4.82,0,6.29,1.09,0.589849108,0,25.2454,,,
363,21.1,0.005861111,-0.22,4.84,0,10.69,1.44,0.286694102,0,25.2455,,,
364,20.7,0.00575,-0.11,4.87,0,14.1,1.8,0,0,25.2457,,,
365,20.7,0.00575,0,4.89,0,17.71,1.92,0,0,25.246,,,
366,20.8,0.005777778,0.03,4.91,0,18.84,2.23,0,0,25.2463,,,
367,21.2,0.005888889,0.11,4.93,0,21.93,2.83,0,0,25.2467,,,
368,22.1,0.006138889,0.25,4.95,0,27.81,3.55,0,0,25.2474,,,
369,23.5,0.006527778,0.39,4.96,0,34.84,3.02,0,0,25.2486,,,
370,24.3,0.00675,0.22,4.97,0,29.66,2.43,0,0,25.2494,,,
371,24.5,0.006805556,0.06,4.98,0,23.82,1.41,0.57973251,0,25.2499,,,
372,23.8,0.006611111,-0.19,4.99,0,13.83,-0.45,1.93329904,0,25.2501,,,
373,21.3,0.005916667,-0.69,5,0,-4.39,-1.26,2.407407407,0.42884,25.2501,,,
374,17.7,0.004916667,-1,5,0,-12.39,-0.85,1.816358025,1.210786667,25.2502,,,
375,14.4,0.004,-0.92,5,0,-8.4,-0.28,1.127400549,0.82076,25.2502,,,
376,11.9,0.003305556,-0.69,5,0,-2.73,0.11,0.64420439,0.26696,25.2502,,,
377,10.2,0.002833333,-0.47,5,0,1.12,0.25,0.425754458,0,25.2502,,,
378,8.9,0.002472222,-0.36,4.99,0,2.47,0.36,0.260802469,0,25.2502,,,
379,8,0.002222222,-0.25,4.98,0,3.57,0.36,0.208504801,0,25.2502,,,
380,7.2,0.002,-0.22,4.97,0,3.53,0.21,0.250857339,0,25.2502,,,
381,6.1,0.001694444,-0.31,4.96,0,2.11,0.16,0.226337449,0,25.2502,,,
382,4.9,0.001361111,-0.33,4.95,0,1.53,0.12,0.176954733,0,25.2502,,,
383,3.7,0.001027778,-0.33,4.93,0,1.13,0.05,0.144032922,0,25.2502,,,
384,2.3,0.000638889,-0.39,4.91,0,0.48,0.02,0.076817558,0,25.2502,,,
385,0.9,0.00025,-0.39,4.89,0,0.18,0,0.013888889,0,25.2502,,,
386,0,0,-0.25,4.87,0,0,0,0,0,25.2502,,,
387,0,0,0,4.84,0,0,0,0,0,25.2502,,,
388,0,0,0,4.82,0,0,0,0,0,25.2502,,,
389,0,0,0,4.79,0,0,0,0,0,25.2502,,,
390,0,0,0,4.76,0,0,0,0,0,25.2502,,,
391,0,0,0,4.72,0,0,0.05,0,0,25.2502,,,
392,0.5,0.000138889,0.14,4.69,0,0.5,0.31,0,0,25.2502,,,
393,2.1,0.000583333,0.44,4.65,0,3.09,0.95,0,0,25.2502,,,
394,4.8,0.001333333,0.75,4.61,0,9.38,1.94,0,0,25.2503,,,
395,8.3,0.002305556,0.97,4.57,0,19.08,3.16,0,0,25.2506,,,
396,12.3,0.003416667,1.11,4.52,0,30.99,4.48,0,0,25.2515,,,
397,16.6,0.004611111,1.19,4.48,0,43.99,5.65,0,0,25.2534,,,
398,20.9,0.005805556,1.19,4.43,0,55.48,5.51,0,0,25.2565,,,
399,24.2,0.006722222,0.92,4.38,0,54.1,3.66,0,0,25.2594,,,
400,25.6,0.007111111,0.39,4.33,0,35.97,2.06,0,0,25.2607,,,
401,25.6,0.007111111,0,4.28,0,20.2,1.22,0.606138546,0,25.2611,,,
402,24.9,0.006916667,-0.19,4.22,0,12,0.19,1.322359396,0,25.2612,,,
403,23.3,0.006472222,-0.44,4.16,0,1.84,0.05,1.308813443,0,25.2612,,,
404,21.6,0.006,-0.47,4.11,0,0.44,0.28,1.003429355,0,25.2612,,,
405,20.2,0.005611111,-0.39,4.05,0,2.7,0.14,1.000514403,0,25.2612,,,
406,18.7,0.005194444,-0.42,3.98,0,1.37,-0.03,1.04063786,0,25.2612,,,
407,17,0.004722222,-0.47,3.92,0,-0.29,-0.05,0.941529492,0.0284,25.2612,,,
408,15.3,0.00425,-0.47,3.85,0,-0.47,0.3,0.556412894,0.046386667,25.2612,,,
409,14.2,0.003944444,-0.31,3.78,0,2.94,0.79,0.144547325,0,25.2612,,,
410,13.9,0.003861111,-0.08,3.72,0,7.76,1.03,0,0,25.2612,,,
411,14,0.003888889,0.03,3.64,0,10.07,1.1,0,0,25.2613,,,
412,14.2,0.003944444,0.06,3.57,0,10.76,1.15,0,0,25.2614,,,
413,14.5,0.004027778,0.08,3.5,0,11.31,1.24,0,0,25.2615,,,
414,14.9,0.004138889,0.11,3.42,0,12.18,1.74,0,0,25.2616,,,
415,15.9,0.004416667,0.28,3.35,0,17.11,2.28,0,0,25.2619,,,
416,17.4,0.004833333,0.42,3.27,0,22.41,2.26,0,0,25.2624,,,
417,18.7,0.005194444,0.36,3.19,0,22.2,1.53,0,0,25.2629,,,
418,19.1,0.005305556,0.11,3.11,0,15.03,0.91,0.194958848,0,25.2631,,,
419,18.8,0.005222222,-0.08,3.02,0,8.97,0.13,0.748971193,0,25.2631,,,
420,17.6,0.004888889,-0.33,2.94,0,1.28,0.23,0.586419753,0,25.2631,,,
421,16.6,0.004611111,-0.28,2.85,0,2.26,0.64,0.224965706,0,25.2631,,,
422,16.2,0.0045,-0.11,2.77,0,6.32,1.08,0,0,25.2631,,,
423,16.4,0.004555556,0.06,2.68,0,10.57,1.55,0,0,25.2632,,,
424,17.2,0.004777778,0.22,2.59,0,15.21,2.65,0,0,25.2634,,,
425,19.1,0.005305556,0.53,2.5,0,26.01,4.71,0,0,25.264,,,
426,22.6,0.006277778,0.97,2.41,0,46.26,7.29,0,0,25.2661,,,
427,27.4,0.007611111,1.33,2.32,0,71.57,7.6,0,0,25.2712,,,
428,31.6,0.008777778,1.17,2.22,0,74.65,4.45,0,0,25.2768,,,
429,33.4,0.009277778,0.5,2.13,0,43.74,1.92,0,0,25.2787,,,
430,33.5,0.009305556,0.03,2.03,0,18.84,0.68,0.795781893,0,25.279,,,
431,32.8,0.009111111,-0.19,1.94,0,6.7,0.31,0.99845679,0,25.279,,,
432,31.9,0.008861111,-0.25,1.84,0,3,0.65,0.650205761,0,25.279,,,
433,31.3,0.008694444,-0.17,1.74,0,6.38,1.14,0.21399177,0,25.279,,,
434,31.1,0.008638889,-0.06,1.64,0,11.25,0.69,0.528978052,0,25.2791,,,
435,30.6,0.0085,-0.14,1.55,0,6.82,-0.55,1.435528121,0,25.2791,,,
436,29.2,0.008111111,-0.39,1.45,0,-5.42,-1.84,2.396262003,0.529186667,25.2791,,,
437,26.7,0.007416667,-0.69,1.34,0,-18.07,-2.89,3.153120713,1.76648,25.2794,,,
438,23,0.006388889,-1.03,1.24,0,-28.35,-3.2,3.390946502,2.770893333,25.2802,,,
439,18.2,0.005055556,-1.33,1.14,0,-31.44,-2.59,2.826303155,2.826303155,25.2812,,,
440,12.9,0.003583333,-1.47,1.04,0,-25.45,-1.53,1.836762689,1.836762689,25.2818,,,
441,7.7,0.002138889,-1.44,0.94,0,-15.02,-0.55,0.769032922,0.769032922,25.282,,,
442,3.8,0.001055556,-1.08,0.83,0,-5.36,-0.11,0.218621399,0.218621399,25.282,,,
443,1.3,0.000361111,-0.69,0.73,0,-1.06,0,0.028292181,0.028292181,25.282,,,
444,0.2,5.56E-05,-0.31,0.63,0,-0.05,0,0.000685871,0.000685871,25.282,,,
445,0,0,-0.06,0.52,0,0,0,0,0,25.282,,,
446,0,0,0,0.42,0,0,0,0,0,25.282,,,
447,0,0,0,0.31,0,0,0,0,0,25.282,,,
448,0,0,0,0.21,0,0,0,0,0,25.282,,,
449,0,0,0,0.1,0,0,0,0,0,25.282,,,
450,0,0,0,0,0,0,0,0,0,25.282,,,
451,0,0,0,-0.1,0,0,0,0,0,25.282,,,
452,0,0,0,-0.21,0,0,0,0,0,25.282,,,
453,0,0,0,-0.31,0,0,0,0,0,25.282,,,
454,0,0,0,-0.42,0,0,0,0,0,25.282,,,
455,0,0,0,-0.52,0,0,0,0,0,25.282,,,
456,0,0,0,-0.63,0,0,0,0,0,25.282,,,
457,0,0,0,-0.73,0,0,0,0,0,25.282,,,
458,0,0,0,-0.83,0,0,0,0,0,25.282,,,
459,0,0,0,-0.94,0,0,0,0,0,25.282,,,
460,0,0,0,-1.04,0,0,0,0,0,25.282,,,
461,0,0,0,-1.14,0,0,0,0,0,25.282,,,
462,0,0,0,-1.24,0,0,0,0,0,25.282,,,
463,0,0,0,-1.34,0,0,0,0,0,25.282,,,
464,0,0,0,-1.45,0,0,0,0,0,25.282,,,
465,0,0,0,-1.55,0,0,0,0,0,25.282,,,
466,0,0,0,-1.64,0,0,0,0,0,25.282,,,
467,0,0,0,-1.74,0,0,0,0,0,25.282,,,
468,0,0,0,-1.84,0,0,0,0,0,25.282,,,
469,0,0,0,-1.94,0,0,0,0,0,25.282,,,
470,0,0,0,-2.03,0,0,0,0,0,25.282,,,
471,0,0,0,-2.13,0,0,0,0,0,25.282,,,
472,0,0,0,-2.22,0,0,0,0,0,25.282,,,
473,0,0,0,-2.32,0,0,0,0,0,25.282,,,
474,0,0,0,-2.41,0,0,0,0,0,25.282,,,
475,0,0,0,-2.5,0,0,0,0,0,25.282,,,
476,0,0,0,-2.59,0,0,0,0,0,25.282,,,
477,0,0,0,-2.68,0,0,0,0,0,25.282,,,
478,0,0,0,-2.77,0,0,0,0,0,25.282,,,
479,0,0,0,-2.85,0,0,0,0,0,25.282,,,
480,0,0,0,-2.94,0,0,0,0,0,25.282,,,
481,0,0,0,-3.02,0,0,0,0,0,25.282,,,
482,0,0,0,-3.11,0,0,0,0,0,25.282,,,
483,0,0,0,-3.19,0,0,0,0,0,25.282,,,
484,0,0,0,-3.27,0,0,0,0,0,25.282,,,
485,0,0,0,-3.35,0,0,0,0,0,25.282,,,
486,0,0,0,-3.42,0,0,0,0,0,25.282,,,
487,0,0,0,-3.5,0,0,0,0,0,25.282,,,
488,0,0,0,-3.57,0,0,0,0,0,25.282,,,
489,0,0,0,-3.64,0,0,0,0,0,25.282,,,
490,0,0,0,-3.72,0,0,0,0,0,25.282,,,
491,0,0,0,-3.78,0,0,0,0,0,25.282,,,
492,0,0,0,-3.85,0,0,0,0,0,25.282,,,
493,0,0,0,-3.92,0,0,0,0,0,25.282,,,
494,0,0,0,-3.98,0,0,0,0,0,25.282,,,
495,0,0,0,-4.05,0,0,0,0,0,25.282,,,
496,0,0,0,-4.11,0,0,0,0,0,25.282,,,
497,0,0,0,-4.16,0,0,0,0,0,25.282,,,
498,0,0,0,-4.22,0,0,0,0,0,25.282,,,
499,0,0,0,-4.28,0,0,0,0,0,25.282,,,
500,0,0,0,-4.33,0,0,0,0,0,25.282,,,
501,0,0,0,-4.38,0,0,0,0,0,25.282,,,
502,0,0,0,-4.43,0,0,0,0,0,25.282,,,
503,0,0,0,-4.48,0,0,0,0,0,25.282,,,
504,0,0,0,-4.52,0,0,0,0,0,25.282,,,
505,0,0,0,-4.57,0,0,0,0,0,25.282,,,
506,0,0,0,-4.61,0,0,0,0,0,25.282,,,
507,0,0,0,-4.65,0,0,0,0,0,25.282,,,
508,0,0,0,-4.69,0,0,0,0,0,25.282,,,
509,0,0,0,-4.72,0,0,0,0,0,25.282,,,
510,0,0,0,-4.76,0,0,0,0,0,25.282,,,
511,0,0,0,-4.79,0,0,-0.01,0,0,25.282,,,
512,0.5,0.000138889,0.14,-4.82,0,-0.13,0.1,0,0,25.282,,,
513,2.5,0.000694444,0.56,-4.84,0,0.99,0.88,0,0,25.282,,,
514,6.6,0.001833333,1.14,-4.87,0,8.61,2.14,0,0,25.282,,,
515,11.8,0.003277778,1.44,-4.89,0,21.02,2.93,0,0,25.2824,,,
516,16.8,0.004666667,1.39,-4.91,0,28.77,2.42,0,0,25.2832,,,
517,20.5,0.005694444,1.03,-4.93,0,23.72,0.35,0,0,25.2837,,,
518,21.9,0.006083333,0.39,-4.95,0,3.47,-1.01,0,0,25.2837,,,
519,21.9,0.006083333,0,-4.96,1,-9.9,-1.56,0.444444444,0,25.2838,,,
520,21.3,0.005916667,-0.17,-4.97,0,-15.35,-1.85,0.713305898,0.713305898,25.284,,,
521,20.3,0.005638889,-0.28,-4.98,0,-18.2,-1.85,0.745027435,0.745027435,25.2843,,,
522,19.2,0.005333333,-0.31,-4.99,0,-18.2,-1.95,0.888203018,0.888203018,25.2846,,,
523,17.8,0.004944444,-0.39,-5,0,-19.19,-2.33,1.313271605,1.313271605,25.2849,,,
524,15.5,0.004305556,-0.64,-5,0,-22.85,-2.48,1.691358025,1.691358025,25.2854,,,
525,11.9,0.003305556,-1,-5,0,-24.34,-1.82,1.437757202,1.437757202,25.286,,,
526,7.6,0.002111111,-1.19,-5,0,-17.87,-0.84,0.716049383,0.716049383,25.2863,,,
527,4,0.001111111,-1,-5,0,-8.25,-0.28,0.205761317,0.205761317,25.2863,,,
528,2,0.000555556,-0.56,-4.99,0,-2.75,-0.1,0.051440329,0.051440329,25.2863,,,
529,1,0.000277778,-0.28,-4.98,0,-0.94,0,0.017146776,0.017146776,25.2863,,,
530,0,0,-0.28,-4.97,0,0,0,0,0,25.2863,,,
531,0,0,0,-4.96,0,0,0,0,0,25.2863,,,
532,0,0,0,-4.95,0,0,-0.01,0,0,25.2863,,,
533,0.2,5.56E-05,0.06,-4.93,1,-0.08,-0.01,0,0,25.2863,,,
534,1.2,0.000333333,0.28,-4.91,0,-0.07,0.13,0,0,25.2863,,,
535,3.2,0.000888889,0.56,-4.89,0,1.25,0.21,0,0,25.2863,,,
536,5.2,0.001444444,0.56,-4.87,0,2.06,0.69,0,0,25.2863,,,
537,8.2,0.002277778,0.83,-4.84,0,6.78,2.15,0,0,25.2863,,,
538,13,0.003611111,1.33,-4.82,0,21.08,3.98,0,0,25.2867,,,
539,18.8,0.005222222,1.61,-4.79,0,39.06,3.38,0,0,25.2882,,,
540,23.1,0.006416667,1.19,-4.76,0,33.2,0.49,0,0,25.2893,,,
541,24.5,0.006805556,0.39,-4.72,0,4.82,-1.02,0,0,25.2893,,,
542,24.5,0.006805556,0,-4.69,1,-10.01,-1.23,0.167352538,0,25.2894,,,
543,24.3,0.00675,-0.06,-4.65,1,-12.09,-1.68,0.574931413,0,25.2895,,,
544,23.6,0.006555556,-0.19,-4.61,0,-16.46,-2.18,1.023148148,1.023148148,25.2897,,,
545,22.3,0.006194444,-0.36,-4.57,0,-21.44,-2.77,1.599451303,1.599451303,25.2901,,,
546,20.1,0.005583333,-0.61,-4.52,0,-27.17,-2.04,1.058984911,1.058984911,25.2908,,,
547,18.5,0.005138889,-0.44,-4.48,0,-20.07,-1.68,0.795781893,0.795781893,25.2912,,,
548,17.2,0.004777778,-0.36,-4.43,0,-16.46,-1.3,0.516975309,0.516975309,25.2914,,,
549,16.3,0.004527778,-0.25,-4.38,0,-12.72,-1.22,0.489197531,0.489197531,25.2915,,,
550,15.4,0.004277778,-0.25,-4.33,0,-11.95,-1.01,0.361282579,0.361282579,25.2916,,,
551,14.7,0.004083333,-0.19,-4.28,0,-9.96,-0.79,0.198902606,0.198902606,25.2917,,,
552,14.3,0.003972222,-0.11,-4.22,0,-7.8,-0.88,0.288065844,0.288065844,25.2917,,,
553,13.7,0.003805556,-0.17,-4.16,0,-8.67,-0.72,0.185185185,0.185185185,25.2917,,,
554,13.3,0.003694444,-0.11,-4.11,0,-7.09,-0.6,0.090534979,0.090534979,25.2917,,,
555,13.1,0.003638889,-0.06,-4.05,1,-5.86,-0.46,0,0,25.2917,,,
556,13.1,0.003638889,0,-3.98,1,-4.51,-0.33,0,0,25.2917,,,
557,13.3,0.003694444,0.06,-3.92,1,-3.22,-0.15,0,0,25.2917,,,
558,13.8,0.003833333,0.14,-3.85,0,-1.47,-0.03,0,0,25.2917,,,
559,14.5,0.004027778,0.19,-3.78,0,-0.26,0.96,0,0,25.2917,,,
560,16.5,0.004583333,0.56,-3.72,0,9.46,-0.12,0,0,25.2917,,,
561,17,0.004722222,0.14,-3.64,0,-1.21,-0.49,0,0,25.2917,,,
562,17,0.004722222,0,-3.57,1,-4.77,-0.47,0,0,25.2917,,,
563,17,0.004722222,0,-3.5,1,-4.61,-1.49,0.888888889,0,25.2917,,,
564,15.4,0.004277778,-0.44,-3.42,0,-14.66,-2.64,2.317386831,1.433253333,25.2919,,,
565,10.1,0.002805556,-1.47,-3.35,0,-25.9,-1.25,1.354080933,1.354080933,25.2925,,,
566,4.8,0.001333333,-1.47,-3.27,0,-12.31,0,0.395061728,0.395061728,25.2926,,,
567,0,0,-1.33,-3.19,0,0,0,0,0,25.2926,,,
568,0,0,0,-3.11,0,0,0,0,0,25.2926,,,
569,0,0,0,-3.02,0,0,0,0,0,25.2926,,,
570,0,0,0,-2.94,0,0,0,0,0,25.2926,,,
571,0,0,0,-2.85,0,0,0,0,0,25.2926,,,
572,0,0,0,-2.77,0,0,0,0,0,25.2926,,,
573,0,0,0,-2.68,0,0,0,0,0,25.2926,,,
574,0,0,0,-2.59,0,0,0,0,0,25.2926,,,
575,0,0,0,-2.5,0,0,0,0,0,25.2926,,,
576,0,0,0,-2.41,0,0,0,0,0,25.2926,,,
577,0,0,0,-2.32,0,0,0,0,0,25.2926,,,
578,0,0,0,-2.22,0,0,0,0,0,25.2926,,,
579,0,0,0,-2.13,0,0,0,0,0,25.2926,,,
580,0,0,0,-2.03,0,0,0,0,0,25.2926,,,
581,0,0,0,-1.94,0,0,0,0,0,25.2926,,,
582,0,0,0,-1.84,0,0,0,0,0,25.2926,,,
583,0,0,0,-1.74,0,0,0,0,0,25.2926,,,
584,0,0,0,-1.64,0,0,0,0,0,25.2926,,,
585,0,0,0,-1.55,0,0,0,0,0,25.2926,,,
586,0,0,0,-1.45,0,0,0,0,0,25.2926,,,
587,0,0,0,-1.34,0,0,0,0,0,25.2926,,,
588,0,0,0,-1.24,0,0,0,0,0,25.2926,,,
589,0,0,0,-1.14,0,0,0,0,0,25.2926,,,
590,0,0,0,-1.04,0,0,0,0,0,25.2926,,,
591,0,0,0,-0.94,0,0,0,0,0,25.2926,,,
592,0,0,0,-0.83,0,0,0,0,0,25.2926,,,
593,0,0,0,-0.73,0,0,0,0,0,25.2926,,,
594,0,0,0,-0.63,0,0,0,0,0,25.2926,,,
595,0,0,0,-0.52,0,0,0,0,0,25.2926,,,
596,0,0,0,-0.42,0,0,0,0,0,25.2926,,,
597,0,0,0,-0.31,0,0,0,0,0,25.2926,,,
598,0,0,0,-0.21,0,0,0,0,0,25.2926,,,
599,0,0,0,-0.1,0,0,0,0,0,25.2926,,,
600,0,0,0,0,0,0,0.06,0,0,25.2926,,,
601,1,0.000277778,0.28,0.1,0,0.61,0.14,0,0,25.2926,,,
602,2.1,0.000583333,0.31,0.21,0,1.42,0.68,0,0,25.2926,,,
603,4.8,0.001333333,0.75,0.31,0,6.63,1.94,0,0,25.2926,,,
604,9.1,0.002527778,1.19,0.42,0,19.04,3.58,0,0,25.2929,,,
605,14.2,0.003944444,1.42,0.52,0,35.16,5.49,0,0,25.2941,,,
606,19.8,0.0055,1.56,0.63,0,53.93,7.23,0,0,25.297,,,
607,25.5,0.007083333,1.58,0.73,0,71.01,7.82,0,0,25.302,,,
608,30.5,0.008472222,1.39,0.83,0,76.77,7.92,0,0,25.3079,,,
609,34.8,0.009666667,1.19,0.94,0,77.75,8.44,0,0,25.3139,,,
610,38.8,0.010777778,1.11,1.04,0,82.92,9.67,0,0,25.3208,,,
611,42.9,0.011916667,1.14,1.14,0,94.95,9.33,0,0,25.3298,,,
612,46.4,0.012888889,0.97,1.24,0,91.66,6.44,0,0,25.3382,,,
613,48.3,0.013416667,0.53,1.34,0,63.24,3.32,0,0,25.3422,,,
614,48.7,0.013527778,0.11,1.45,0,32.6,2.06,0.333333333,0,25.3432,,,
615,48.5,0.013472222,-0.06,1.55,0,20.19,2.34,0.166152263,0,25.3436,,,
616,48.4,0.013444444,-0.03,1.64,0,22.98,2.16,0.33127572,0,25.3441,,,
617,48.2,0.013388889,-0.06,1.74,0,21.22,1.82,0.658436214,0,25.3445,,,
618,47.8,0.013277778,-0.11,1.84,0,17.87,1.01,1.300411523,0,25.3448,,,
619,47,0.013055556,-0.22,1.94,0,9.96,0.37,1.752229081,0,25.3449,,,
620,45.9,0.01275,-0.31,2.03,0,3.61,0.62,1.556927298,0,25.3449,,,
621,44.9,0.012472222,-0.28,2.13,0,6.04,1.64,0.765603567,0,25.3449,,,
622,44.4,0.012333333,-0.14,2.22,0,16.13,2.47,0.152091907,0,25.3451,,,
623,44.3,0.012305556,-0.03,2.32,0,24.28,3.18,0,0,25.3456,,,
624,44.5,0.012361111,0.06,2.41,0,31.22,4.08,0,0,25.3465,,,
625,45.1,0.012527778,0.17,2.5,0,40.04,4.2,0,0,25.3481,,,
626,45.7,0.012694444,0.17,2.59,0,41.23,3.63,0,0,25.3498,,,
627,46,0.012777778,0.08,2.68,0,35.64,3.1,0,0,25.351,,,
628,46,0.012777778,0,2.77,0,30.45,3.15,0,0,25.3519,,,
629,46,0.012777778,0,2.85,0,30.93,3.43,0,0,25.3528,,,
630,46.1,0.012805556,0.03,2.94,0,33.73,4.58,0,0,25.3539,,,
631,46.7,0.012972222,0.17,3.02,0,45,5.59,0,0,25.3559,,,
632,47.7,0.01325,0.28,3.11,0,54.94,6.2,0,0,25.3589,,,
633,48.9,0.013583333,0.33,3.19,0,60.91,6.95,0,0,25.3626,,,
634,50.3,0.013972222,0.39,3.27,0,68.22,6.97,0,0,25.3672,,,
635,51.6,0.014333333,0.36,3.35,0,68.41,6.51,0,0,25.3719,,,
636,52.6,0.014611111,0.28,3.42,0,63.89,5.19,0,0,25.376,,,
637,53,0.014722222,0.11,3.5,0,50.96,4.31,0,0,25.3786,,,
638,53,0.014722222,0,3.57,0,42.34,4.1,0.181584362,0,25.3803,,,
639,52.9,0.014694444,-0.03,3.64,0,40.25,3.88,0.362139918,0,25.3819,,,
640,52.7,0.014638889,-0.06,3.72,0,38.14,4.17,0.180555556,0,25.3833,,,
641,52.6,0.014611111,-0.03,3.78,0,40.93,5.71,0,0,25.3849,,,
642,53.1,0.01475,0.14,3.85,0,56.04,7.56,0,0,25.388,,,
643,54.3,0.015083333,0.33,3.92,0,74.23,7.05,0,0,25.3935,,,
644,55.2,0.015333333,0.25,3.98,0,69.23,5.65,0,0,25.3983,,,
645,55.5,0.015416667,0.08,4.05,0,55.46,6.01,0,0,25.4013,,,
646,55.9,0.015527778,0.11,4.11,0,59.03,6.1,0,0,25.4047,,,
647,56.3,0.015638889,0.11,4.16,0,59.93,6.2,0,0,25.4083,,,
648,56.7,0.01575,0.11,4.22,0,60.92,5.82,0,0,25.412,,,
649,56.9,0.015805556,0.06,4.28,0,57.2,5.04,0.194958848,0,25.4152,,,
650,56.8,0.015777778,-0.03,4.33,0,49.46,3.29,1.547325103,0,25.4176,,,
651,56,0.015555556,-0.22,4.38,0,32.3,0.76,3.401234568,0,25.4186,,,
652,54.2,0.015055556,-0.5,4.43,0,7.45,0.05,3.827674897,0,25.4186,,,
653,52.1,0.014472222,-0.58,4.48,0,0.5,0.19,3.504801097,0,25.4185,,,
654,50.1,0.013916667,-0.56,4.52,0,1.86,-1.73,4.838305898,0,25.4184,,,
655,47.2,0.013111111,-0.81,4.57,0,-16.96,-3.69,6.200274348,1.65856,25.4186,,,
656,43.2,0.012,-1.11,4.61,0,-36.26,-3.39,5.651577503,3.54432,25.4199,,,
657,39.2,0.010888889,-1.11,4.65,0,-33.31,-1.08,3.50462963,3.255586667,25.421,,,
658,36.5,0.010138889,-0.75,4.69,0,-10.66,-0.27,2.670781893,1.041333333,25.4211,,,
659,34.3,0.009527778,-0.61,4.72,0,-2.64,-1.79,3.694958848,0.25844,25.421,,,
